endTime,artistName,trackName,msPlayed
2022-01-07 19:13,SEVENTEEN,Lean On Me - Japanese ver.,205000
2022-01-07 19:16,SEVENTEEN,Fronting,185378
2022-01-07 19:19,SEVENTEEN,IF I,189244
2022-01-07 19:23,SEVENTEEN,Falling For U,235072
2022-01-07 19:27,SEVENTEEN,"Same dream, same mind, same night",247920
2022-01-07 19:31,SEVENTEEN,舞い落ちる花びら(Fallin' Flower),212334
2022-01-07 19:35,SEVENTEEN,SIMPLE,220044
2022-01-07 19:38,SEVENTEEN,Pretty U,207324
2022-01-07 19:42,SEVENTEEN,HIGHLIGHT - Japanese ver.,226449
2022-01-07 19:45,SEVENTEEN,Don't Wanna Cry,203450
2022-01-07 19:49,SEVENTEEN,Mansae,186899
2022-01-07 19:52,SEVENTEEN,Happy Ending,210002
2022-01-07 19:56,SEVENTEEN,Smile Flower,232418
2022-01-07 19:59,SEVENTEEN,Ah Yeah,209295
2022-01-07 20:03,SEVENTEEN,OMG,183628
2022-01-07 20:06,SEVENTEEN,Q&A,220172
2022-01-07 20:09,SEVENTEEN,Drift Away,189267
2022-01-07 20:12,SEVENTEEN,Getting Closer,183627
2022-01-07 20:16,SEVENTEEN,My My,185254
2022-01-07 20:19,SEVENTEEN,Do Re Mi,197560
2022-01-07 20:22,SEVENTEEN,BOOMBOOM,206251
2022-01-07 20:26,SEVENTEEN,Come to me,189538
2022-01-07 20:29,SEVENTEEN,Imperfect love,204719
2022-01-07 20:33,SEVENTEEN,SWEETEST THING,218907
2022-01-07 20:36,SEVENTEEN,Holiday,205374
2022-01-07 20:40,SEUNGKWAN,Go,213452
2022-01-07 20:44,SEVENTEEN,Habit,253224
2022-01-07 20:47,SEVENTEEN,Ready to love,186760
2022-01-07 20:51,SEVENTEEN,Thinkin' about you,221630
2022-01-07 20:55,SEVENTEEN,Say Yes,230180
2022-01-07 20:58,SEVENTEEN,THANKS,213096
2022-01-07 21:01,SEVENTEEN,Space,189852
2022-01-07 21:05,SEVENTEEN,Without You,195463
2022-01-07 21:08,SEVENTEEN,Lilili Yabbay,211215
2022-01-07 21:12,SEVENTEEN,I Don't Know,231923
2022-01-07 21:15,SEVENTEEN,Love Letter,178940
2022-01-07 21:18,SEVENTEEN,Oh My!,195028
2022-01-07 21:22,SEVENTEEN,BEAUTIFUL,217476
2022-01-07 21:26,SEVENTEEN,All My Love,201947
2022-01-07 21:29,SEVENTEEN,IF I,189260
2022-01-07 21:32,SEVENTEEN,Fronting,185378
2022-01-07 21:35,SEVENTEEN,Chilli,183113
2022-01-07 21:39,SEVENTEEN,I Wish,233360
2022-01-07 21:40,SEVENTEEN,Intro. New World,51693
2022-01-07 21:43,SEVENTEEN,Chuck,178195
2022-01-07 21:46,SEVENTEEN,OMG,183360
2022-01-07 21:47,SEVENTEEN,Outro. Incompletion,73784
2022-01-07 21:50,SEVENTEEN,CALL CALL CALL!,199867
2022-01-07 21:54,SEVENTEEN,Flower,207405
2022-01-07 21:57,SEVENTEEN,A-TEEN,196347
2022-01-07 22:01,SEVENTEEN,HIT,203507
2022-01-07 22:04,SEVENTEEN,HIGHLIGHT,225320
2022-01-07 22:08,SEVENTEEN,Home,203779
2022-01-07 22:12,SEVENTEEN,Don't listen in secret,237576
2022-01-07 22:15,SEVENTEEN,Monday To Saturday (Hiphop Team Ver.),203882
2022-01-07 22:19,SEVENTEEN,Jam Jam,205274
2022-01-07 22:22,SEVENTEEN,Crazy in Love,215581
2022-01-07 22:26,SEVENTEEN,Falling For U,235072
2022-01-07 22:29,SEVENTEEN,CLAP,167821
2022-01-07 22:32,SEVENTEEN,When I Grow up,202960
2022-01-07 22:36,SEVENTEEN,When I Grow up,202602
2022-01-07 22:39,SEVENTEEN,9-TEEN,197899
2022-01-07 22:42,SEVENTEEN,Snap Shoot,175827
2022-01-07 22:45,SEVENTEEN,CHANGE UP,187773
2022-01-07 22:49,SEVENTEEN,20,203294
2022-01-07 22:52,SEVENTEEN,AH! LOVE,194627
2022-01-07 22:55,SEVENTEEN,Love Letter,178940
2022-01-07 22:59,SEVENTEEN,Adore U (Vocal Team Ver.),224887
2022-01-07 23:01,SEVENTEEN,Shining Diamond (Performance Team Ver.),150118
2022-01-07 23:05,SEVENTEEN,20,203294
2022-01-07 23:08,SEVENTEEN,Hello,200066
2022-01-07 23:11,SEVENTEEN,Fearless,194814
2022-01-07 23:14,SEVENTEEN,Kidult,192894
2022-01-07 23:18,SEVENTEEN,Monday To Saturday (Hiphop Team Ver.),203882
2022-01-07 23:20,SEVENTEEN,Shining Diamond (Performance Team Ver.),150118
2022-01-07 23:24,SEVENTEEN,To you,225574
2022-01-07 23:27,SEVENTEEN,Rock,191524
2022-01-07 23:31,SEVENTEEN,Run to you,194121
2022-01-07 23:33,Pink Sweat$,17 (feat. Joshua and DK of SEVENTEEN),160009
2022-01-07 23:36,SEVENTEEN,Hug,159158
2022-01-07 23:58,VERNON,Lotto (feat.Don Mills) (Prod. by Gonzo),124741
2022-01-08 01:18,Lady A,Need You Now,275114
2022-01-08 01:21,ATEEZ,Fireworks (I'm The One),209574
2022-01-08 01:22,EVERGLOW,FIRST,40677
2022-01-08 01:25,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",177322
2022-01-08 01:53,Olivia Rodrigo,"What I've Been Looking For - From ""High School Musical: The Musical: The Series""/Nini & E.J. Version",84607
2022-01-08 01:57,BTS,Trivia 承 : Love,225697
2022-01-08 02:00,TOMORROW X TOGETHER,LO$ER=LO♡ER,199919
2022-01-08 02:32,Sam Kim,Make Up (Feat. Crush),0
2022-01-08 02:36,Bruno Mars,Leave The Door Open,242096
2022-01-08 02:37,SHINee,CØDE,55856
2022-01-08 02:45,SEVENTEEN,Kidult,193159
2022-01-08 02:48,SEVENTEEN,舞い落ちる花びら(Fallin' Flower),211208
2022-01-08 02:51,LOONA,Heart Attack (츄),195191
2022-01-08 02:54,PENTAGON,Daisy,189804
2022-01-08 02:57,Red Velvet - IRENE & SEULGI,Monster,178839
2022-01-08 03:00,BAEKHYUN,R U Ridin’?,175132
2022-01-08 03:03,JEON SOMI,DUMB DUMB,149735
2022-01-08 03:06,SEVENTEEN,Mansae,187303
2022-01-08 03:09,SEVENTEEN,Light a Flame,190100
2022-01-08 03:12,TOMORROW X TOGETHER,Dear Sputnik,195671
2022-01-08 03:16,TOMORROW X TOGETHER,Anti-Romantic,215372
2022-01-08 03:19,LOONA,Dance On My Own,158271
2022-01-08 03:22,DAY6,Shoot Me,175984
2022-01-08 03:25,ENHYPEN,Let Me In (20 CUBE),190076
2022-01-08 03:28,SEVENTEEN,Good to Me,189952
2022-01-08 03:31,Pink Sweat$,17 (feat. Joshua and DK of SEVENTEEN),160305
2022-01-08 03:34,ENHYPEN,FEVER,40661
2022-01-08 03:34,ATEEZ,Fireworks (I'm The One),210159
2022-01-08 03:35,LOONA,WOW,29919
2022-01-08 03:38,BAEKHYUN,Love Scene,217484
2022-01-08 03:42,TWICE,I CAN'T STOP ME,206112
2022-01-08 03:45,WayV,Kick Back,231206
2022-01-08 03:49,TOMORROW X TOGETHER,LO$ER=LO♡ER,198844
2022-01-08 03:52,Weeekly,After School,205327
2022-01-08 03:56,BAEKHYUN,Candy,227476
2022-01-08 03:59,SEVENTEEN,HOME;RUN,184670
2022-01-08 04:00,BAEKHYUN,Bambi,31842
2022-01-08 17:50,文俊辉,寂寞号登机口,238346
2022-01-08 17:54,SEVENTEEN,Imperfect love,204720
2022-01-08 17:57,SEVENTEEN,Pretty U,207299
2022-01-08 18:01,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,202203
2022-01-08 18:03,BAEKHYUN,Bambi,173849
2022-01-08 18:07,BLACKPINK,As If It's Your Last,213264
2022-01-08 18:11,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586
2022-01-08 18:14,Weeekly,After School,205373
2022-01-08 18:18,BTS,UGH!,225012
2022-01-08 18:22,ENHYPEN,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,227453
2022-01-08 18:25,SHINee,Don't Call Me,220173
2022-01-08 18:26,EVERGLOW,FIRST,25936
2022-01-08 18:31,BTS,MIC Drop (Steve Aoki Remix) - Full Length Edition,307675
2022-01-08 18:34,LISA,LALISA,200689
2022-01-08 18:35,Britney Spears,Hold It Against Me,45744
2022-01-08 18:35,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",2540
2022-01-08 18:38,Cardi B,Money,183527
2022-01-08 18:40,BTS,Not Today,87602
2022-01-08 18:45,STAYC,ASAP,1760
2022-01-08 18:45,BLACKPINK,BOOMBAYAH - Japanese Version,28260
2022-01-08 18:45,Playboi Carti,wokeuplikethis*,130
2022-01-08 18:45,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),1150
2022-01-08 18:45,ENHYPEN,Mixed Up,1500
2022-01-08 18:45,Monsta X,HERO,1290
2022-01-08 18:45,YG,"Left, Right",990
2022-01-08 18:45,BTS,Dope,0
2022-01-08 18:45,BTS,ON,1280
2022-01-08 18:45,Black Eyed Peas,The Time (Dirty Bit),307640
2022-01-08 18:46,iKON,RHYTHM TA,1150
2022-01-08 18:46,Lil Pump,Esskeetit,1000
2022-01-08 18:46,Monsta X,WHO DO U LOVE?,710
2022-01-08 18:46,ATEEZ,"HALA HALA (Hearts Awakened, Live Alive)",2210
2022-01-08 18:46,LOONA,Singing in the Rain,1400
2022-01-08 18:49,TREASURE,BOY,1490
2022-01-08 18:49,SEVENTEEN,Ready to love,6020
2022-01-08 18:49,Ariana Grande,"break up with your girlfriend, i'm bored",190440
2022-01-08 18:49,Ariana Grande,Side To Side,1410
2022-01-08 18:51,Dreamcatcher,Odd Eye,138979
2022-01-08 21:32,Dreamcatcher,Odd Eye,17322
2022-01-08 21:32,Dreamcatcher,Odd Eye,9366
2022-01-08 21:34,SEVENTEEN,CALL CALL CALL!,69525
2022-01-08 21:34,SEVENTEEN,CALL CALL CALL!,3624
2022-01-08 21:36,SEVENTEEN,CALL CALL CALL!,158723
2022-01-08 21:40,Kanye West,Good Life,207000
2022-01-08 21:43,WayV,Action Figure,174012
2022-01-08 21:43,EXO,Monster,1280
2022-01-08 21:46,SuperM,Jopping,205802
2022-01-08 21:46,SuperM,Jopping,3186
2022-01-08 21:47,NCT 127,Lemonade,21742
2022-01-08 21:47,SuperM,Jopping,43080
2022-01-08 21:51,SuperM,Tiger Inside,14343
2022-01-08 21:51,SuperM,Tiger Inside,195711
2022-01-08 21:54,Red Velvet,Dumb Dumb,202567
2022-01-08 21:58,NCT 127,Sticker,228576
2022-01-08 22:01,SEVENTEEN,My My,185452
2022-01-08 22:04,Olivia Rodrigo,good 4 u,177619
2022-01-08 22:07,A$AP Ferg,Plain Jane,174096
2022-01-08 22:11,BTS,Danger,245825
2022-01-08 22:14,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),200039
2022-01-08 22:18,TOMORROW X TOGETHER,What if I had been that PUMA,212770
2022-01-08 22:22,TWICE,I CAN'T STOP ME,250425
2022-01-08 22:26,ATEEZ,"HALA HALA (Hearts Awakened, Live Alive)",202659
2022-01-08 22:30,BTS,Boyz with Fun,244407
2022-01-08 22:33,CHUNG HA,Bicycle,179480
2022-01-08 22:34,LOONA,&,79988
2022-01-08 22:37,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,202543
2022-01-08 22:41,SuperM,One (Monster & Infinity),221710
2022-01-08 22:41,BTS,We Are Bulletproof Pt.2,7279
2022-01-08 22:45,Dvwn,Insomnia (feat. YAYYOUNG),210617
2022-01-08 22:48,LEEBADA,Fox,205341
2022-01-08 22:51,PENOMECO,No.5,190444
2022-01-08 22:55,Wildberry,Marilyn,200632
2022-01-08 22:59,Yerin Baek,0415,264770
2022-01-08 23:03,YUGYEOM,Running Through The Rain,244011
2022-01-08 23:06,Babylon,Red Lipstick (feat. Coogie),201964
2022-01-08 23:10,Cosmic Boy,"NAM A (feat. THAMA, SOLE, Kim Seungmin)",207044
2022-01-08 23:14,GIRIBOY,"Maybe, Maybe Not (Feat. JINBO)",250918
2022-01-08 23:18,Chaeree,"Work (feat. CAMO, Bryn & Naji)",219651
2022-01-08 23:21,CIKI,BOKE,184927
2022-01-08 23:25,Sam Kim,Think About' Chu,240622
2022-01-08 23:28,So Soo Bin,Full of You,217978
2022-01-08 23:31,KHAN,I'm Your Girl ?,183243
2022-01-08 23:35,OVAN,TWENTY (Feat. SHAUN),229445
2022-01-08 23:38,GIRIBOY,DIE DIE (Feat. CHOILB) (STUDY GROUP X GIRIBOY),192024
2022-01-08 23:42,jeebanoff,Timid (Feat. 창모),208437
2022-01-08 23:45,BAEKHYUN,Love Again,205225
2022-01-08 23:48,GEMINI,Broken Love,173728
2022-01-08 23:53,jeebanoff,We (OUI) (Feat. sogumm),266166
2022-01-08 23:55,jeebanoff,Crosswalk,150103
2022-01-08 23:58,FR:EDEN,absence,200318
2022-01-09 00:01,BLOO,TALK TO ME,140965
2022-01-09 00:04,OuiOui,Why?,206226
2022-01-09 00:07,GSoul,Broken Record,193136
2022-01-09 00:11,GroovyRoom,"This Night (feat. Blue.D, Jhnovr)",215762
2022-01-09 00:14,B1A4,Plodding,176574
2022-01-09 00:14,CHUNG HA,Flying on Faith,2066
2022-01-09 00:14,X1,FLASH,560
2022-01-09 00:14,Weeekly,After School,0
2022-01-09 00:18,Olivia Rodrigo,drivers license,242168
2022-01-09 00:18,LOONA,Heart Attack (츄),5823
2022-01-09 00:19,LOONA,WOW,1415
2022-01-09 00:19,ENHYPEN,Flicker,22362
2022-01-09 00:19,aespa,Next Level,903
2022-01-09 00:19,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,2409
2022-01-09 00:19,SEVENTEEN,Heaven's Cloud,1891
2022-01-09 00:22,ENHYPEN,FEVER,793
2022-01-09 00:22,TOMORROW X TOGETHER,9 and Three Quarters (Run Away),173018
2022-01-09 00:23,LOONA,Why Not?,112959
2022-01-09 00:27,EXO,Don't fight the feeling,5022
2022-01-09 00:27,SEVENTEEN,My My,185977
2022-01-09 00:28,SEVENTEEN,Mansae,1156
2022-01-09 00:28,SEVENTEEN,All My Love,12621
2022-01-09 00:28,LOONA,Eclipse,1232
2022-01-09 00:28,BAEKHYUN,R U Ridin’?,2420
2022-01-09 00:28,CIX,Movie Star,55022
2022-01-09 00:30,GOT7,LAST PIECE,2410
2022-01-09 00:30,ITZY,Not Shy,126902
2022-01-09 00:34,Dan + Shay,Speechless,214078
2022-01-09 00:37,SEVENTEEN,Kidult,193689
2022-01-09 00:39,TOMORROW X TOGETHER,LO$ER=LO♡ER,137694
2022-01-09 00:39,GOT7,WAVE,335
2022-01-09 00:39,TOMORROW X TOGETHER,Dear Sputnik,1133
2022-01-09 00:42,SEVENTEEN,Fear,176371
2022-01-09 00:46,NCT U,Make A Wish (Birthday Song),230067
2022-01-09 00:49,LOONA,PTT (Paint The Town),201277
2022-01-09 00:52,WONWOO,Bittersweet (feat. LeeHi),175368
2022-01-09 00:55,JEON SOMI,DUMB DUMB,149574
2022-01-09 00:57,文俊辉,寂寞号登机口,2011
2022-01-09 00:57,SEVENTEEN,Pretty U,1883
2022-01-09 00:57,ATEEZ,Answer,2044
2022-01-09 00:57,TWICE,Alcohol-Free,154541
2022-01-09 00:57,IU,LILAC,2119
2022-01-09 01:01,SEVENTEEN,VERY NICE,193253
2022-01-09 01:01,SEVENTEEN,Good to Me,29874
2022-01-09 19:44,Naked Data Science,1 - Welcome to Naked Data Science,598766
2022-01-09 20:10,Naked Data Science,2 - Am I doing real data science work?,1509029
2022-01-09 20:31,Naked Data Science,3 - Data science and engineering job market in Amsterdam - Interview with Angus Mackintosh,1300859
2022-01-09 20:49,Naked Data Science,4 - Help! There is no ground truth,1023870
2022-01-09 20:52,PENTAGON,Daisy,189000
2022-01-09 20:56,Olivia Rodrigo,drivers license,242013
2022-01-09 20:59,BAEKHYUN,Privacy,187306
2022-01-09 21:02,ENHYPEN,10 Months,194220
2022-01-09 21:06,SEVENTEEN,Pretty U,207299
2022-01-09 21:09,BAEKHYUN,Love Scene,217200
2022-01-09 21:13,TWICE,I CAN'T STOP ME,205493
2022-01-09 21:16,BAEKHYUN,All I Got,183705
2022-01-09 21:17,BAEKHYUN,All I Got,57816
2022-01-09 21:20,Naked Data Science,1 - Welcome to Naked Data Science,614794
2022-01-09 21:20,SEVENTEEN,HIT,187174
2022-01-09 21:20,SEVENTEEN,HIT,417
2022-01-09 22:13,Kendrick Lamar,m.A.A.d city,3711
2022-01-09 22:13,Kanye West,Heartless,725
2022-01-09 22:17,Drake,Jumpman,682
2022-01-09 22:17,Imagine Dragons,Believer,1343
2022-01-09 22:17,Soulja Boy,Crank That (Soulja Boy),5909
2022-01-09 22:17,Drake,Right Hand,8490
2022-01-09 22:17,Drake,Right Hand,2090
2022-01-09 22:17,Drake,Feel No Ways,15061
2022-01-10 03:28,NCT 127,Far,5317
2022-01-10 03:31,NCT U,Birthday Party,199459
2022-01-10 03:34,NCT 127,Sit Down!,200365
2022-01-10 03:37,NCT 127,First Love,180617
2022-01-10 03:40,NCT 127,Baby Don’t Like It 나쁜 짓,159131
2022-01-10 03:44,NCT DREAM,STRONGER,207539
2022-01-10 03:47,NCT,WITHOUT YOU,205806
2022-01-10 03:51,NCT 127,Angel,250016
2022-01-10 03:54,NCT 127,The Rainy Night,199828
2022-01-10 03:58,NCT DREAM,Don’t Need Your Love,202112
2022-01-10 04:02,WayV,Take Off,234172
2022-01-10 04:05,NCT 127,Regular - English Version,219109
2022-01-10 04:09,NCT U,Make A Wish (Birthday Song),230237
2022-01-10 04:12,NCT 127,Chica Bom Bom,199964
2022-01-10 04:16,NCT DREAM,Love Again,211282
2022-01-10 04:20,NCT 127,Superhuman,237520
2022-01-10 04:23,NCT 127,Right Now,193825
2022-01-10 04:27,NCT DREAM,Bye My First…,207422
2022-01-10 04:30,NCT U,OK!,229668
2022-01-10 04:34,NCT DREAM,7 Days,15722
2022-01-10 04:34,NCT DREAM,7 Days,34930
2022-01-10 04:34,NCT DREAM,Dive Into You,193269
2022-01-10 04:38,SEVENTEEN,VERY NICE,192092
2022-01-10 04:41,TOMORROW X TOGETHER,9 and Three Quarters (Run Away),211866
2022-01-10 04:44,DAY6,Shoot Me,175836
2022-01-10 04:48,SEVENTEEN,舞い落ちる花びら(Fallin' Flower),212333
2022-01-10 04:52,文俊辉,寂寞号登机口,238346
2022-01-10 04:55,SEVENTEEN,Fear,175213
2022-01-10 04:58,SEVENTEEN,Good to Me,6279
