endTime,artistName,trackName,msPlayed
2022-05-09 02:10,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),263040
2022-05-09 03:27,THE BOYZ,The Stealer,211555
2022-05-09 03:30,SuperM,Dangerous Woman,189356
2022-05-09 03:34,LOONA,Singing in the Rain,212217
2022-05-09 03:37,BTS,Airplane pt.2,218340
2022-05-09 03:39,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),91509
2022-05-09 03:41,Jay Park,V,227843
2022-05-09 03:45,NCT 127,Love Song,215381
2022-05-09 03:49,YUGYEOM,Running Through The Rain,243861
2022-05-09 03:52,BTS,dimple,195666
2022-05-09 03:55,EXO,Love Shot,200506
2022-05-09 03:59,Red Velvet,Pose,200895
2022-05-09 04:02,TOMORROW X TOGETHER,20cm,217229
2022-05-09 04:05,SuperM,No Manners,183970
2022-05-09 04:09,GOT7,You Calling My Name,194911
2022-05-09 04:12,GOT the beat,Step Back,229281
2022-05-09 04:15,EXO,The Eve,175843
2022-05-09 04:19,ATEEZ,Answer,220225
2022-05-09 04:22,BAEKHYUN,R U Ridin’?,175022
2022-05-09 04:25,TAEMIN,Advice,191900
2022-05-09 04:28,TOMORROW X TOGETHER,PUMA,206330
2022-05-09 04:32,CIX,Jungle,229313
2022-05-09 04:35,SEVENTEEN,Light a Flame,189919
2022-05-09 04:38,NCT,Baby Don’t Stop,183389
2022-05-09 04:42,Red Velvet,Bad Boy,209994
2022-05-09 04:45,STAYC,I WANT U BABY,173912
2022-05-09 04:48,NCT DREAM,BOOM,195330
2022-05-09 04:51,SEVENTEEN,Good to Me,190146
2022-05-09 04:55,NCT 127,Favorite (Vampire),216047
2022-05-09 04:58,WayV,Action Figure,200322
2022-05-09 05:02,Youngjae,Lonely,224559
2022-05-09 05:05,CHUNG HA,Bicycle,179566
2022-05-09 05:08,TWICE,FANCY,214506
2022-05-09 05:12,Jus2,FOCUS ON ME,216692
2022-05-09 05:15,WayV,Nectar,198819
2022-05-09 05:18,TWICE,"HELLO (NAYEON, MOMO, CHAEYOUNG)",183768
2022-05-09 05:22,KAI,Mmmh,192784
2022-05-09 05:26,ATEEZ,Deja Vu,235596
2022-05-09 05:29,BUMKEY,COVID-19 (feat. SUPERBEE),197156
2022-05-09 05:33,EXO,Ya Ya Ya,222463
2022-05-09 05:36,SEVENTEEN,Fear,175799
2022-05-09 05:39,SEVENTEEN,24H,189209
2022-05-09 05:43,SEVENTEEN,Fast Pace,221632
2022-05-09 05:45,SEVENTEEN,Anyone,177170
2022-05-09 05:49,LOONA,So What,198619
2022-05-09 05:52,EXO,Lotto,190106
2022-05-09 05:56,BTS,We On,231369
2022-05-09 05:59,SEVENTEEN,Fearless,195139
2022-05-09 06:02,MAMAMOO,Sleep Talk,187124
2022-05-09 06:06,Jay Park,MOMMAE,205335
2022-05-09 06:09,BTS,My Time,235090
2022-05-09 06:13,YUGYEOM,I Want U Around (Feat. DeVita),191737
2022-05-09 06:15,NCT 127,Baby Don’t Like It 나쁜 짓,159428
2022-05-09 06:18,Dreamcatcher,BEcause,192332
2022-05-09 06:22,I.M,God Damn,208325
2022-05-09 06:26,BTS,Trivia 承 : Love,224504
2022-05-09 06:29,CIX,Movie Star,210741
2022-05-09 06:33,TAEMIN,MOVE,211667
2022-05-09 06:37,LOONA,Eclipse,231736
2022-05-09 06:41,BAEKHYUN,Get You Alone,251307
2022-05-09 06:45,WayV,Love Talk - English Version,232493
2022-05-09 06:48,BAEKHYUN,Bambi,213698
2022-05-09 06:52,SEVENTEEN,Crazy in Love,216395
2022-05-09 06:55,ENHYPEN,FEVER,172185
2022-05-09 06:57,JONGHYUN,Moon,164031
2022-05-09 07:01,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),217079
2022-05-09 07:04,Monsta X,MIDDLE OF THE NIGHT,166412
2022-05-09 07:07,ATEEZ,WONDERLAND,199244
2022-05-09 07:10,Red Velvet - IRENE & SEULGI,Monster,178653
2022-05-09 07:15,Red Velvet,Be Natural,281527
2022-05-09 07:18,MAMAMOO,AYA,212400
2022-05-09 07:21,CIX,What You Wanted,188434
2022-05-09 07:24,GOT7,Teenager,188591
2022-05-09 07:28,NCT,The 7th Sense,214090
2022-05-10 16:02,CIX,What You Wanted,266
2022-05-10 16:05,BTS,We On,230885
2022-05-10 16:09,LOONA,Singing in the Rain,211661
2022-05-10 16:12,NCT DREAM,BOOM,195080
2022-05-10 16:15,BAEKHYUN,R U Ridin’?,174506
2022-05-10 16:19,NCT 127,Favorite (Vampire),215586
2022-05-10 16:22,SEVENTEEN,Crazy in Love,215557
2022-05-10 16:26,MAMAMOO,AYA,211280
2022-05-10 18:23,TOMORROW X TOGETHER,PUMA,8975
2022-05-10 18:26,Israel Kamakawiwo'ole,Hele On To Kauai,146306
2022-05-10 18:27,Hi'ikua,Ka'ena Medley,91529
2022-05-10 18:27,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,3349
2022-05-10 18:27,Mahi Beamer,Ke Ha’a La Puna,2240
2022-05-10 18:30,Nanea,Tiare Oe No,144280
2022-05-10 18:32,Alfred Apaka,Aloha Oe,1009
2022-05-10 18:32,Makaha Sons,E Revi / Kopihe,159737
2022-05-10 18:33,Keali'i Reichel,E O Mai,58474
2022-05-10 18:36,Te Vaka,Te hiva,182466
2022-05-10 18:36,Te Vaka,Pate Pate,874
2022-05-10 18:36,Teiva LC,Te Nehenehe O Te Natura,8756
2022-05-10 18:37,Mahealani Uchiyama,Te Moana,0
2022-05-10 18:37,Gabilou,Poerava,0
2022-05-10 18:37,Nathan Aweau,A Place Called Hawaii,0
2022-05-10 18:37,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,0
2022-05-10 18:37,Israel Kamakawiwo'ole,Ka Pua U'i,0
2022-05-10 18:39,Nani,Ulupalakua,122701
2022-05-10 18:40,Te Vaka,Haoloto,50089
2022-05-10 18:43,Mark Yamanaka,Laupāhoehoe Hula,151902
2022-05-10 18:45,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),128133
2022-05-10 18:48,Common Kings,Take Her,143655
2022-05-10 18:50,Mark Keali'i Ho'omalu,He Mele No Lilo,148133
2022-05-10 18:55,Israel Kamakawiwo'ole,Hele On To Kauai,96896
2022-05-10 20:17,Tamariki Poerani,Ote'a Amui,14293
2022-05-10 20:20,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),216786
2022-05-10 20:23,SEVENTEEN,Crush,169560
2022-05-10 20:24,ENHYPEN,FEVER,16013
2022-05-10 20:27,ATEEZ,The Real - Heung Version,210051
2022-05-10 20:31,NCT U,OK!,229000
2022-05-10 20:35,ATEEZ,Answer,219760
2022-05-10 20:38,BAEKHYUN,Bambi,213053
2022-05-10 20:41,SEVENTEEN,Anyone,176933
2022-05-10 20:43,ATEEZ,Treasure,125022
2022-05-11 03:01,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),70314
2022-05-11 05:59,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),380865
2022-05-11 06:01,Makaha Sons,E Revi / Kopihe,151582
2022-05-11 06:50,Hi'ikua,Ka'ena Medley,8405
2022-05-11 06:50,Nanea,Tiare Oe No,11888
2022-05-12 05:53,Te Vaka,Pate Pate,199733
2022-05-12 05:57,Te Vaka,Haoloto,229533
2022-05-12 05:59,Nanea,Tiare Oe No,144280
2022-05-12 06:03,Gabilou,Poerava,207306
2022-05-12 06:07,Keali'i Reichel,E O Mai,277440
2022-05-12 06:11,Te Vaka,Te hiva,2410
2022-05-12 06:11,Common Kings,Take Her,725
2022-05-12 06:11,Nathan Aweau,A Place Called Hawaii,1770
2022-05-12 06:11,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,201265
2022-05-12 06:11,Israel Kamakawiwo'ole,Ka Pua U'i,1813
2022-05-12 06:11,Makaha Sons,E Revi / Kopihe,2282
2022-05-12 06:13,Mark Keali'i Ho'omalu,He Mele No Lilo,148133
2022-05-12 06:16,Mark Yamanaka,Laupāhoehoe Hula,159862
2022-05-12 06:18,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),128133
2022-05-12 17:50,Mahealani Uchiyama,Te Moana,199813
2022-05-12 17:52,Common Kings,Take Her,143655
2022-05-12 17:55,Te Vaka,Te hiva,182466
2022-05-12 17:59,Te Vaka,Haoloto,229533
2022-05-12 18:02,Nanea,Tiare Oe No,144280
2022-05-12 18:05,Alfred Apaka,Aloha Oe,181200
2022-05-12 18:07,Israel Kamakawiwo'ole,Hele On To Kauai,146306
2022-05-12 18:11,Te Vaka,Pate Pate,199733
2022-05-12 18:13,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),128133
2022-05-12 18:14,Mahi Beamer,Ke Ha’a La Puna,92146
2022-05-12 18:17,Israel Kamakawiwo'ole,Ka Pua U'i,175560
2022-05-12 18:22,Keali'i Reichel,E O Mai,277440
2022-05-12 18:24,Mark Yamanaka,Laupāhoehoe Hula,159862
2022-05-12 18:25,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,53902
2022-05-13 16:03,Mark Yamanaka,Laupāhoehoe Hula,159862
2022-05-13 16:03,Alfred Apaka,Aloha Oe,8875
2022-05-13 16:04,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,4394
2022-05-13 16:06,Israel Kamakawiwo'ole,Hele On To Kauai,146306
2022-05-13 16:09,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,832
2022-05-13 16:09,Te Vaka,Pate Pate,917
2022-05-13 16:09,Keali'i Reichel,E O Mai,185460
2022-05-13 16:09,Israel Kamakawiwo'ole,Ka Pua U'i,1002
2022-05-13 16:12,Makaha Sons,E Revi / Kopihe,170568
2022-05-13 16:13,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),37421
2022-05-13 16:15,Mark Yamanaka,Laupāhoehoe Hula,18832
2022-05-14 00:43,Teiva LC,Te Nehenehe O Te Natura,640
2022-05-14 14:49,Nani,Ulupalakua,1280
2022-05-14 14:49,Teiva LC,Te Nehenehe O Te Natura,4863
2022-05-14 14:52,Hi'ikua,Ka'ena Medley,156306
2022-05-14 14:57,Teiva LC,Te Nehenehe O Te Natura,333213
2022-05-14 15:00,Mark Yamanaka,Laupāhoehoe Hula,159862
2022-05-14 15:03,Israel Kamakawiwo'ole,Ka Pua U'i,175560
2022-05-14 15:07,Te Vaka,Haoloto,229533
2022-05-14 15:09,Common Kings,Take Her,143655
2022-05-14 15:12,Alfred Apaka,Aloha Oe,181200
2022-05-14 15:14,Mahi Beamer,Ke Ha’a La Puna,92146
2022-05-14 15:15,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,82495
2022-05-14 15:16,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,76510
2022-05-14 15:19,Hi'ikua,Ka'ena Medley,156330
2022-05-14 15:21,Common Kings,Take Her,143656
2022-05-14 15:27,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,308050
2022-05-14 15:39,Gabilou,Poerava,191497
2022-05-16 05:36,Gabilou,Poerava,3455
2022-05-16 05:40,Nathan Aweau,A Place Called Hawaii,239320
2022-05-16 05:43,Te Vaka,Te hiva,182466
2022-05-16 05:46,Te Vaka,Pate Pate,199733
2022-05-16 05:51,Keali'i Reichel,E O Mai,277440
2022-05-16 05:53,Nanea,Tiare Oe No,144280
2022-05-16 05:55,Nani,Ulupalakua,107241
2022-05-16 06:03,Hi'ikua,Ka'ena Medley,97301
2022-05-16 19:35,Hi'ikua,Ka'ena Medley,8192
2022-05-16 19:38,Hi'ikua,Ka'ena Medley,153823
2022-05-16 19:42,Nathan Aweau,A Place Called Hawaii,239344
2022-05-16 19:45,Israel Kamakawiwo'ole,Ka Pua U'i,175584
2022-05-16 19:47,Mark Keali'i Ho'omalu,He Mele No Lilo,148134
2022-05-16 19:50,Te Vaka,Te hiva,182484
2022-05-16 20:01,Gabilou,Poerava,110130
2022-05-16 20:39,Gabilou,Poerava,29750
2022-05-16 20:42,ATEEZ,Take Me Home,221000
2022-05-16 23:48,BTS,My Time,234457
2022-05-16 23:52,ATEEZ,Deja Vu,196670
2022-05-16 23:56,Israel Kamakawiwo'ole,Hele On To Kauai,50307
2022-05-16 23:56,NCT 127,Sticker,227773
2022-05-17 20:10,Israel Kamakawiwo'ole,Hele On To Kauai,146306
2022-05-17 20:14,ATEEZ,Answer,219760
2022-05-17 20:17,NCT 127,Favorite (Vampire),215586
2022-05-17 20:20,Jack Harlow,First Class,167976
2022-05-17 21:29,Nani,Ulupalakua,23168
2022-05-17 21:37,Matt Fax,To The Ground - Extended Mix,466730
2022-05-17 21:41,Estiva,Sky,242000
2022-05-17 21:45,Andy Leech,Aerolith,233142
2022-05-17 21:51,miru,Radiance,395377
2022-05-17 21:56,Fake Blonde,Unnamed Road,283506
2022-05-17 22:01,Almost Vanished,Horizon,278000
2022-05-17 22:02,Brendon Moeller,Linear Daybreak,101698
2022-05-17 22:02,Jus2,FOCUS ON ME,2325
2022-05-17 22:05,SEVENTEEN,Crush,169560
2022-05-18 02:03,BTS,My Time,217756
2022-05-18 02:03,Jus2,FOCUS ON ME,325
2022-05-18 02:07,SEVENTEEN,Darl+ing,176546
2022-05-18 02:11,Jus2,FOCUS ON ME,216458
2022-05-18 02:14,ENHYPEN,Upper Side Dreamin’,189402
2022-05-18 02:16,Common Kings,Take Her,143655
2022-05-18 02:20,SEVENTEEN,Pretty U,207299
2022-05-18 02:23,Jack Harlow,First Class,173947
2022-05-18 02:26,ENHYPEN,FEVER,172106
2022-05-18 02:29,ATEEZ,Answer,219760
2022-05-18 02:33,BAEKHYUN,Bambi,213053
2022-05-18 02:36,SEVENTEEN,Kidult,192893
2022-05-18 02:39,EXO,Love Shot,200306
2022-05-18 02:39,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),8044
2022-05-18 02:39,I.M,God Damn,1602
2022-05-18 02:43,ATEEZ,Deja Vu,196670
2022-05-18 02:46,NCT DREAM,BOOM,195080
2022-05-18 02:50,NCT U,OK!,229000
2022-05-18 02:53,SEVENTEEN,IF I,189235
2022-05-18 02:56,NCT 127,Baby Don’t Like It 나쁜 짓,158919
2022-05-18 02:59,TAEYONG,Love Theory,197300
2022-05-18 03:00,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),2977
2022-05-18 03:00,Jack Harlow,First Class,5972
2022-05-18 03:02,Aaron J. Sala,E Ho`i Ke Aloha I Ra`iatea,92310
2022-05-18 03:02,Alfred Apaka,Aloha Oe,1490
2022-05-18 03:02,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,2580
2022-05-18 03:06,Common Kings,Take Her,960
2022-05-18 03:06,Keali'i Reichel,E O Mai,259650
2022-05-18 03:07,Israel Kamakawiwo'ole,Hele On To Kauai,1620
2022-05-18 03:07,Te Vaka,Haoloto,49970
2022-05-18 03:07,Mark Yamanaka,Laupāhoehoe Hula,1710
2022-05-18 03:07,Mahi Beamer,Ke Ha’a La Puna,3720
2022-05-18 03:07,Makaha Sons,E Revi / Kopihe,1150
2022-05-18 03:08,Te Vaka,Te hiva,1010
2022-05-18 03:08,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),1300
2022-05-18 03:08,Teiva LC,Te Nehenehe O Te Natura,1360
2022-05-18 03:08,Mark Keali'i Ho'omalu,He Mele No Lilo,2170
2022-05-18 03:08,Israel Kamakawiwo'ole,Ka Pua U'i,560
2022-05-18 03:11,Nanea,Tiare Oe No,133840
2022-05-18 03:12,Keali'i Reichel,E O Mai,51818
2022-05-18 14:38,SEVENTEEN,"Same dream, same mind, same night",247920
2022-05-18 14:38,SEVENTEEN,Say Yes,35409
2022-05-18 14:41,SEVENTEEN,Crush,169560
2022-05-18 14:46,ATEEZ,The Real - Heung Version,210051
2022-05-18 14:50,ATEEZ,Treasure,220846
2022-05-18 14:51,Common Kings,Take Her,60562
2022-05-18 14:54,BTS,Boy in Luv,230778
2022-05-18 14:57,SEVENTEEN,My My,185253
2022-05-18 15:00,Ariana Grande,7 rings,178626
2022-05-18 15:04,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408
2022-05-18 15:05,Lil Pump,Esskeetit,30883
2022-05-18 15:05,ENHYPEN,Not For Sale,1310
2022-05-18 15:09,Playboi Carti,wokeuplikethis*,235535
2022-05-18 15:10,Wiz Khalifa,Black and Yellow,84154
2022-05-18 15:14,Far East Movement,Like A G6,216893
2022-05-18 15:17,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),31266
2022-05-18 15:17,ENHYPEN,Mixed Up,183259
2022-05-18 15:20,ATEEZ,Deja Vu,196670
2022-05-18 15:21,Kanye West,Good Life,36819
2022-05-18 15:24,Cardi B,Money,183527
2022-05-18 15:28,LMFAO,Sexy And I Know It,199480
2022-05-18 15:31,EVERGLOW,Adios,189146
2022-05-18 15:39,ITZY,DALLA DALLA,6326
2022-05-18 15:39,WayV,Action Figure,199666
2022-05-18 15:43,ATEEZ,Say My Name,222023
2022-05-18 15:43,TWICE,I CAN'T STOP ME,43226
2022-05-18 15:47,Drake,Jumpman,0
2022-05-18 15:47,Aminé,REDMERCEDES,0
2022-05-18 15:47,BTS,Boyz with Fun,0
2022-05-18 15:47,ASTRO,After Midnight,930
2022-05-18 15:47,Cardi B,WAP (feat. Megan Thee Stallion),8250
2022-05-18 15:47,EXO,Obsession,203520
2022-05-18 15:47,TOMORROW X TOGETHER,No Rules,2050
2022-05-18 15:51,BTS,Danger,245140
2022-05-18 15:55,EVERGLOW,FIRST,212280
2022-05-18 15:59,BTS,UGH!,225012
2022-05-18 16:02,Drake,Nice For What,210746
2022-05-18 16:03,Valee,Womp Womp,32221
2022-05-18 16:03,BlocBoy JB,Look Alive (feat. Drake),1680
2022-05-18 16:03,ENHYPEN,Tamed-Dashed,1540
2022-05-18 16:03,BTS,Burning Up (Fire),2000
2022-05-18 16:04,Usher,OMG (feat. will.i.am),87380
2022-05-18 16:08,ATEEZ,"HALA HALA (Hearts Awakened, Live Alive)",202097
2022-05-18 16:11,LOONA,PTT (Paint The Town),201120
2022-05-18 16:21,BTS,Am I Wrong,213082
2022-05-18 16:25,Britney Spears,Hold It Against Me,228826
2022-05-18 16:28,Ariana Grande,"break up with your girlfriend, i'm bored",190440
2022-05-18 16:32,NCT U,Universe (Let's Play Ball),231466
2022-05-18 16:36,NCT 127,無限的我 무한적아; LIMITLESS,247467
2022-05-18 16:41,SuperM,Jopping,251293
2022-05-18 16:44,Kendrick Lamar,HUMBLE.,0
2022-05-18 16:44,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),890
2022-05-18 16:44,BTS,MIC Drop (Steve Aoki Remix) - Full Length Edition,150
2022-05-18 16:44,ENHYPEN,Drunk-Dazed,360
2022-05-18 16:44,CHUNG HA,Bicycle,1370
2022-05-18 16:44,TWICE,"HELLO (NAYEON, MOMO, CHAEYOUNG)",183213
2022-05-18 16:44,Stray Kids,Christmas EveL,36120
2022-05-18 16:48,STAYC,RUN2U,213426
2022-05-18 16:48,ENHYPEN,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,16623
2022-05-18 16:48,SHINee,Lucifer - Live,1230
2022-05-18 16:48,Iggy Azalea,Kream (feat. Tyga),3190
2022-05-18 16:52,NCT DREAM,Hot Sauce,195813
2022-05-18 16:55,Stray Kids,Thunderous,135436
2022-05-18 17:07,Lil Pump,Stripper Name (feat. YG and 2 Chainz),59130
2022-05-18 17:09,Israel Kamakawiwo'ole,Ka Pua U'i,175560
2022-05-18 17:13,Nathan Aweau,A Place Called Hawaii,239320
2022-05-18 17:16,Te Vaka,Te hiva,182466
2022-05-18 17:20,Alfred Apaka,Aloha Oe,181200
2022-05-18 17:22,Hi'ikua,Ka'ena Medley,156306
2022-05-18 17:24,Common Kings,Take Her,135286
2022-05-18 18:28,Common Kings,Take Her,880
2022-05-18 18:29,Israel Kamakawiwo'ole,Hele On To Kauai,1450
2022-05-18 18:29,Te Vaka,Haoloto,88750
2022-05-18 18:29,Te Vaka,Pate Pate,1720
2022-05-18 18:32,Nanea,Tiare Oe No,144280
2022-05-18 18:34,Halau Hula Ka No'eau (Hawai'i Arts Ensemble),Aia La O Pele (There is Pele),128133
2022-05-18 18:37,Teiva LC,Te Nehenehe O Te Natura,186386
2022-05-18 18:49,Keali'i Reichel,E O Mai,277440
2022-05-18 18:51,Mahi Beamer,Ke Ha’a La Puna,92146
2022-05-18 18:57,Makaha Sons,E Revi / Kopihe,213003
2022-05-18 22:04,Keali'i Reichel,E O Mai,397376
2022-05-18 22:06,Teiva LC,Te Nehenehe O Te Natura,75148
2022-05-18 22:08,Mark Yamanaka,Laupāhoehoe Hula,159862
2022-05-18 22:09,Alfred Apaka,Aloha Oe,62773
2022-05-18 22:12,Common Kings,Take Her,143655
2022-05-18 22:19,Makaha Sons,E Revi / Kopihe,987
2022-05-18 22:22,Makaha Sons,E Revi / Kopihe,114765
2022-05-18 22:29,Nani,Ulupalakua,36254
2022-05-18 23:03,Te Vaka,Pate Pate,79762
2022-05-18 23:07,Dylan Conrique,Bitter (feat. Noak Hellsing),216022
